AK_c_Keq;AK_c_KmADP;AK_c_KmAMP;AK_c_KmATP;AK_c_Vmax;AK_c_k1;AK_c_k2;AK_g_Keq;AK_g_KmADP;AK_g_KmAMP;AK_g_KmATP;AK_g_Vmax;AK_g_k1;AK_g_k2;ALD_g_Keq;ALD_g_KiADP;ALD_g_KiAMP;ALD_g_KiATP;ALD_g_KiGA3P;ALD_g_KmDHAP;ALD_g_KmFru16BP;ALD_g_KmGA3P;ALD_g_Vmax;ATPu_c_k;ENO_c_Keq;ENO_c_Km2PGA;ENO_c_KmPEP;ENO_c_Vmax;FruT_c_KmFru;FruT_c_Vmax;FruT_c_alpha;FruT_g_k1;FruT_g_k2;G3PDH_g_Keq;G3PDH_g_KmDHAP;G3PDH_g_KmGly3P;G3PDH_g_KmNAD;G3PDH_g_KmNADH;G3PDH_g_Vmax;G6PDH_c_Keq;G6PDH_c_Km6PGL;G6PDH_c_KmGlc6P;G6PDH_c_KmNADP;G6PDH_c_KmNADPH;G6PDH_c_Vmax;G6PDH_g_Keq;G6PDH_g_Km6PGL;G6PDH_g_KmGlc6P;G6PDH_g_KmNADP;G6PDH_g_KmNADPH;G6PDH_g_Vmax;G6Pbb_c_Vmax;G6Pbb_c_KmGlc6P;GAPDH_g_Keq;GAPDH_g_Km13BPGA;GAPDH_g_KmGA3P;GAPDH_g_KmNAD;GAPDH_g_KmNADH;GAPDH_g_KmPi;GAPDH_g_Vmax;GAPDH_g_Vrmax;GDA_g_k;GK_g_Keq;GK_g_KmADP;GK_g_KmATP;GK_g_KmGly;GK_g_KmGly3P;GK_g_Vmax;GPO_c_KmGly3P;GPO_c_Vmax;GlcT_c_KmGlc;GlcT_c_Vmax;GlcT_c_alpha;GlcT_g_k;HXK_c_Keq;HXK_c_KmADP;HXK_c_KmATP;HXK_c_KmGlc;HXK_c_KmGlc6P;HXK_c_Vmax;HXK_c_Vmaxpc;HXK_c_KiFru;HXK_c_KiFru6P;HXK_g_Keq;HXK_g_KmADP;HXK_g_KmATP;HXK_g_KmGlc;HXK_g_KmGlc6P;HXK_g_Vmax;HXK_g_KiFru;HXK_g_KiFru6P;HXKfru_c_Keq;HXKfru_c_KiGlc;HXKfru_c_KiGlc6P;HXKfru_c_KmADP;HXKfru_c_KmATP;HXKfru_c_KmFru;HXKfru_c_KmFru6P;HXKfru_c_Vmax;HXKfru_c_Vmaxpc;HXKfru_g_Keq;HXKfru_g_KiGlc;HXKfru_g_KiGlc6P;HXKfru_g_KmADP;HXKfru_g_KmATP;HXKfru_g_KmFru;HXKfru_g_KmFru6P;HXKfru_g_Vmax;PFK_g_Keq;PFK_g_Ki1;PFK_g_Ki2;PFK_g_KmADP;PFK_g_KmATP;PFK_g_KmFru6P;PFK_g_KsATP;PFK_g_Vmax;PGAM_c_Keq;PGAM_c_Km2PGA;PGAM_c_Km3PGA;PGAM_c_Vmax;PGI_g_Keq;PGI_g_Ki6PG;PGI_g_KmFru6P;PGI_g_KmGlc6P;PGI_g_Vmax;PGI_g_Vrmax;PGK_g_Keq;PGK_g_Km13BPGA;PGK_g_Km3PGA;PGK_g_KmADP;PGK_g_KmATP;PGK_g_Vmax;PGK_g_Vrmax;PGL_c_Keq;PGL_c_Km6PG;PGL_c_Km6PGL;PGL_c_Vmax;PGL_c_k;PGL_g_Keq;PGL_g_Km6PG;PGL_g_Km6PGL;PGL_g_Vmax;PGL_g_k;PPI_c_Keq;PPI_c_KmRib5P;PPI_c_KmRul5P;PPI_c_Vmax;PPI_g_Keq;PPI_g_KmRib5P;PPI_g_KmRul5P;PPI_g_Vmax;PYK_c_Keq;PYK_c_KiADP;PYK_c_KiATP;PYK_c_KmADP;PYK_c_KmATP;PYK_c_KmPEP;PYK_c_KmPyr;PYK_c_Vmax;PYK_c_n;PyrT_c_KmPyr;PyrT_c_Vmax;RK_g_Keq;RK_g_KmADP;RK_g_KmATP;RK_g_KmRib;RK_g_KmRib5P;RK_g_Vmax;RK_g_Vrmax;TPI_g_Keq;TPI_g_KmDHAP;TPI_g_KmGA3P;TPI_g_Vmax;TPI_g_Vrmax;TR_c_Keq;TR_c_KmNADP;TR_c_KmNADPH;TR_c_KmTS2;TR_c_KmTSH2;TR_c_Vmax;_6PGDH_c_Keq;_6PGDH_c_Km6PG;_6PGDH_c_KmNADP;_6PGDH_c_KmNADPH;_6PGDH_c_KmRul5P;_6PGDH_c_Vmax;_6PGDH_g_Keq;_6PGDH_g_Km6PG;_6PGDH_g_KmNADP;_6PGDH_g_KmNADPH;_6PGDH_g_KmRul5P;_6PGDH_g_Vmax;GAPDH_g_inhib
0.481692;0.0521911;1.97592;0.0377949;552.318;302.983;628.998;0.471713;0.460591;5.69396;0.305104;50.2302;445.985;945.457;0.0809152;1.54294;4.44349;0.478905;0.0926911;0.0164801;0.00810289;0.0656662;685.505;71.6123;5.04578;0.0556469;0.290344;603.396;3.30959;73.2569;0.807473;172877;519831;14524.2;0.0913853;2.06583;0.424103;0.0113609;466.341;10.6295;0.0431122;0.0579565;0.00938441;0.000108502;7.47624;3.64472;0.0340876;0.057825;0.00978623;9.62E-05;7.47624;85.3114;5.92973;0.0709094;0.106696;0.159486;0.447394;0.0220202;4.00656;882.739;414.047;68.9723;0.000807634;0.565039;0.197814;0.415376;3.69827;216.112;1.71152;360.004;1.01048;108.193;0.631542;142858;738.416;0.104558;0.149848;0.0949861;8.76706;50.1107;0.0269384;1.20893;10.3536;782.447;0.102874;0.123568;0.0942925;9.84207;1810.08;0.322857;18.694;592.971;0.0396394;11.3057;0.0730203;0.184539;0.367022;15.612;0.802572;0.0479811;1145.85;0.0820839;9.06292;0.119134;0.0580498;0.268469;5.67079;2268.24;812.01;18.4461;11.4577;0.0778608;0.0539388;0.922146;0.0363014;1351.17;0.179813;0.17757;0.138399;199.514;0.408068;0.112888;0.115355;0.338628;1712.26;1443.82;3405.76;0.0069411;3.88346;0.0164214;0.126868;2723.99;1725.42;27464.4;0.0494537;0.0440689;24.7636;0.052535;20229.6;0.582013;0.0495877;4.37004;0.0565167;4.63736;3.81535;1.7089;58.1946;4.86123;4.10061;1.45597;58.1946;11062;0.593464;0.771089;0.107196;13.0569;0.365833;80.4112;1208.17;2.41332;1.56788;213.152;0.0119586;0.230346;0.246895;0.54918;0.444053;12.4426;1379.25;0.0483476;1.1343;0.177063;1759.25;5680.02;468.195;0.109633;0.000782571;0.00794482;0.000364184;237.281;42.5107;0.00371732;0.00118168;0.000760364;0.0257587;12.2385;38.8813;0.00305388;0.000926157;0.000692475;0.0407148;12.2385;2.61694
0.482165;0.171895;10.3541;0.0550608;14.3;145.246;301.237;0.463309;0.294376;2.56843;0.0873948;10.4153;643.132;1388.13;0.105708;1.0506;4.28564;0.651711;0.0875657;0.0165247;0.00813946;0.068389;535.859;68.7055;5.87718;0.0625053;0.253967;634.917;2.33823;75.8595;0.852146;162476;162489;16215;0.105387;1.93336;0.325493;0.0109564;469.339;9.85328;0.0427391;0.0575245;0.00914958;9.56E-05;9.20446;5.92412;0.0428964;0.0586655;0.00936799;9.91E-05;9.20446;75.1888;8.1912;0.0700334;0.116917;0.21775;0.479097;0.0177455;0.840448;1446.6;414.948;2107.62;0.000821419;0.556957;0.253219;0.533051;2.91303;203.598;1.67568;370.151;1.12958;93.6331;0.728978;628029;751.981;0.142338;0.128488;0.084642;12.9903;50.6444;0.0253182;0.368784;13.5414;697.659;0.125587;0.123504;0.0844918;15.3121;1949.67;0.293073;5.53458;722.858;0.0759936;10.7253;0.12308;0.0727615;0.306751;17.8278;1.94407;0.0877824;378.654;0.115982;17.2853;0.118678;0.0848894;0.149545;6.88188;3365.26;1196.19;15.0771;10.4432;1.34638;0.0502538;0.937791;0.0360855;1262.27;0.164631;0.1872;0.150394;258.004;0.42029;0.134571;0.147752;0.437479;1356.35;1100.94;3315.39;0.00121612;1.51134;0.0468509;0.265574;1998.21;1519.61;19813;0.12168;0.04729;32.2579;0.0556506;18920;0.0544383;0.0631419;5.69258;0.0571292;7.10975;4.23806;1.30187;71.8473;5.85314;3.99714;1.30236;71.8473;8715.39;0.589899;0.724556;0.118407;13.2069;0.432925;48.7049;1211.8;2.32423;1.87281;261.219;0.0113048;0.326881;0.253736;0.517439;0.38594;3.98455;366.816;0.0482339;1.21029;0.222042;1385.97;5271.67;479.227;0.20183;0.000771873;0.00677951;0.00436777;210.136;47.4724;0.00324307;0.000972644;0.000558413;0.0269909;13.1677;51.6612;0.00314281;0.0011894;0.000575893;0.0275332;13.1677;2.3606
0.504652;1.10748;2.84663;0.103582;168.05;895.128;1773.75;0.496985;0.0979017;3.72587;0.132453;8.62861;1077.72;2168.52;0.0745867;1.39894;3.4015;0.625939;0.072896;0.0116248;0.0101369;0.0646285;523.568;45.4346;2.73365;0.0660928;0.300049;564.681;2.89677;73.8117;0.599745;294977;277886;18834.7;0.0973094;1.569;0.398667;0.0101031;463.787;10.8895;0.0386168;0.0582235;0.00937637;8.76E-05;8.18582;9.53057;0.0425688;0.0585661;0.00974003;0.000108822;8.18582;93.4673;9.80911;0.0467492;0.0878481;0.192803;0.552512;0.0227778;0.840273;1410.83;572.604;20.9367;0.000812991;0.548569;0.212426;0.442973;4.37631;187.527;1.71057;366.938;1.48993;115.295;0.751451;3217.14;714.154;0.126905;0.118793;0.0843777;8.63428;75.2845;0.0430644;0.241645;9.20161;729.681;0.132201;0.10642;0.0913334;14.5486;1672.9;0.612588;8.95566;561.504;0.179087;12.6604;0.167849;0.0819587;0.113019;14.6764;0.81603;0.0578559;680.956;0.10501;23.7203;0.160726;0.134439;0.683989;14.2181;3447.9;822.492;15.2727;10.7571;0.467773;0.0899638;1.03715;0.043541;1819.41;0.171295;0.131965;0.148796;239.141;0.500584;0.141545;0.108208;0.416551;2581.57;1353.21;3522.14;0.00782421;2.06556;0.0206472;0.345912;3304.44;1229.7;16930.1;0.0204752;0.0551235;22.834;0.0549325;23844.1;0.035287;0.045612;4.02953;0.0518191;5.95535;3.76237;1.3405;65.1232;6.3619;3.50842;1.2929;65.1232;8944.44;0.468191;0.5529;0.112319;14.7026;0.414331;16.873;1139.69;2.1909;1.89578;245.453;0.0101747;0.182831;0.274298;0.573885;0.362716;2.90151;676.912;0.0460114;1.18164;0.295261;999.969;5430.53;520.28;0.248317;0.000783266;0.00558395;0.0235325;325.519;40.8456;0.00342219;0.00111554;0.000648308;0.03291;9.23488;37.0887;0.00334187;0.00102769;0.000662078;0.0280421;9.23488;3.7314
0.467831;0.708158;6.72592;0.12734;62.0865;13811.7;29522.9;0.489016;0.138789;2.53698;0.039065;2.2943;776.331;1587.54;0.119478;1.18075;4.88938;0.620169;0.107043;0.0143904;0.0102161;0.0825503;541.191;66.0989;3.83506;0.0492304;0.333009;589.468;4.02679;72.7956;0.72249;261946;274473;17534.9;0.102515;2.21717;0.352111;0.00977464;444.296;4.79489;0.0443743;0.0533391;0.00950576;9.64E-05;7.87896;4.97131;0.0376459;0.060011;0.00960425;9.30E-05;7.87896;27.3926;5.48938;0.0492692;0.0926069;0.123649;0.342558;0.0228302;2.88206;684.559;700.53;6655.3;0.00082299;0.557623;0.271375;0.481854;5.20152;185.081;1.63073;379.699;1.03936;130.274;0.485374;3.48E+06;660.718;0.106376;0.105161;0.0950895;11.2034;129.427;0.0723031;0.191399;6.05689;688.624;0.147801;0.14323;0.120493;9.78288;1660.63;0.311114;20.6717;473;0.164994;14.2678;0.237395;0.199565;0.29962;15.2012;0.785507;0.080495;1037.28;0.0709256;9.49744;0.0944941;0.104831;0.289975;9.58966;1456.16;1180.49;21.3383;7.34428;1.24168;0.0887552;0.901989;0.0411049;1767.94;0.163716;0.178184;0.146792;209.605;0.514239;0.137212;0.139146;0.446246;2050.72;1256.03;3274.95;0.00356618;0.89057;0.0191559;0.303021;2800.64;1316.08;21130.5;0.0752796;0.0583627;25.5202;0.0535638;21203.7;0.00768626;0.049828;4.50357;0.0535465;5.90335;3.50326;1.53637;88.094;5.14481;4.19689;1.47869;88.094;9032.46;0.688495;0.605981;0.11281;15.2129;0.413232;79.4891;943.966;2.47302;1.88878;254.979;0.0101921;0.308307;0.285593;0.545942;0.373406;21.7078;2884.56;0.0487995;1.2117;0.248344;1337.71;5618.28;629.734;0.0326759;0.000763342;0.00597874;0.000406205;193.131;49.4016;0.00296846;0.00106074;0.000659458;0.0292104;12.7377;49.0434;0.00356022;0.00112594;0.000665033;0.0342687;12.7377;3.58
0.479984;0.451629;6.70419;0.0627137;40.6651;54.5517;113.653;0.498386;0.246017;4.84641;0.218783;2.89988;433.005;868.814;0.0916081;1.46452;4.23198;0.739861;0.0961064;0.0159331;0.00876667;0.0617946;457.677;54.0067;3.56818;0.0427704;0.216601;563.059;2.53952;64.4122;0.687477;315476;137702;18690.8;0.116052;2.00111;0.388501;0.0138277;450.074;22.0176;0.0389215;0.0575556;0.00953485;0.000106609;11.499;2.52813;0.0374543;0.0568038;0.00941552;0.000114227;11.499;48.6738;9.19776;0.108237;0.0961722;0.169196;0.488222;0.0155626;3.20731;2263.4;382.715;7246.49;0.000900458;0.559623;0.319338;0.539803;2.8903;159.016;1.63453;371.743;1.10317;90.6203;0.605058;7350.6;732.273;0.123266;0.114354;0.10949;11.1817;70.2384;0.037808;0.276606;11.8489;625.196;0.128503;0.11639;0.106493;8.34956;1787.53;0.589024;12.9831;1012.45;0.132959;31.8171;0.0643455;0.0594673;0.332237;15.7521;0.841151;0.0781098;275.962;0.103963;28.8069;0.114953;0.175655;0.430214;26.1353;1925.84;1600.26;17.3039;12.4384;0.386007;0.0737172;0.887983;0.0344083;1934.19;0.17512;0.154984;0.174165;205.834;0.463725;0.195103;0.116499;0.412573;2542.52;1563.84;3398.09;0.000557389;2.17577;0.43894;0.254317;3631.1;1326.34;19916.7;0.00616273;0.0539824;31.2802;0.0558019;19040;0.0663386;0.0451794;5.52004;0.052607;5.245;3.86593;1.61033;74.959;5.98138;4.40753;1.48329;74.959;8686.92;0.579398;0.819425;0.153088;13.8827;0.345767;35.6537;879.023;2.41349;1.84694;231.07;0.00962796;0.254522;0.268655;0.473026;0.319372;9.75719;1584.34;0.0491818;1.17206;0.262272;1294.68;5890.59;393.104;0.210257;0.000776665;0.00601743;0.00125764;253.275;42.0654;0.00374792;0.00101229;0.000696199;0.0285453;13.0153;49.6574;0.003736;0.000993257;0.000592542;0.0314626;13.0153;2.29941
0.472271;0.583421;2.78105;0.0538821;8.50037;37.1466;78.6554;0.465242;0.0854031;1.36449;0.0247958;11.6815;1.72136;3.69992;0.12628;1.70015;4.68919;0.708284;0.0847186;0.0131155;0.00964368;0.0688225;453.329;25.2583;4.78805;0.0471567;0.229861;574.489;4.6305;60.0563;0.893462;289920;229954;17123.2;0.0662835;1.84816;0.352198;0.0112722;479.09;6.35576;0.0386558;0.0566903;0.00955861;9.92E-05;9.98183;4.74529;0.0393806;0.0583872;0.00920637;0.000115788;9.98183;6.11012;6.36693;0.0564414;0.0862361;0.17143;0.448184;0.0214854;5.9349;845.06;364.708;9.56408;0.000821793;0.556842;0.223263;0.561022;4.20573;206.763;1.78965;367.815;1.0205;123.615;0.724283;57585.4;699.016;0.122978;0.114634;0.0984266;10.2432;55.5097;0.028218;0.6173;18.1546;667.89;0.124215;0.115736;0.0983309;14.2083;1911.67;0.501503;5.80211;340.579;0.0943835;15.673;0.096139;0.138785;0.50405;9.1293;1.73612;0.0754787;620.646;0.104574;12.3163;0.205169;0.14422;0.404498;10.3504;1762.56;1062.47;10.9263;9.63158;0.700018;0.0732404;0.883198;0.0285147;1326.2;0.182829;0.13962;0.14897;166.594;0.466183;0.188789;0.115788;0.361562;1817.69;1261.28;3319.64;0.00636706;2.11626;0.109744;0.446867;2820.43;1361.33;19987.7;0.198546;0.0441739;21.7444;0.0541475;18130.4;0.307188;0.0473069;3.83724;0.0556767;5.66901;3.42682;1.71559;65.984;5.28365;4.94203;1.46622;65.984;12037.1;0.654512;0.526571;0.113117;17.3129;0.369304;42.362;1466.41;2.89142;1.97415;216.457;0.00761297;0.297576;0.238079;0.410201;0.338647;8.02954;1022.14;0.0463498;1.30056;0.260426;1391.74;6012.66;365.136;0.024032;0.000770022;0.00746196;0.0324454;238.04;49.3224;0.00393143;0.00101893;0.000529665;0.0274412;16.3345;47.8357;0.00399879;0.00102354;0.00052986;0.0292663;16.3345;2.53401
0.482632;0.349538;2.83985;0.636784;0.997135;3673.37;7611.13;0.49535;0.0882394;1.74379;0.129335;21.6132;408.845;825.365;0.107334;1.33399;2.9949;0.901208;0.125927;0.0118544;0.008722;0.0511435;596.483;60.217;3.70567;0.0544824;0.274486;635.668;4.57577;59.2848;0.46221;152421;215131;17863.9;0.0770779;1.9852;0.269098;0.0120079;466.257;3.05694;0.0519591;0.0586727;0.0095494;0.000116136;8.82511;7.27455;0.0386367;0.0588753;0.00931557;9.32E-05;8.82511;99.7245;4.47609;0.0461247;0.0916413;0.150492;0.443827;0.0273841;23.8774;493.94;406.415;3269.55;0.000856488;0.550641;0.163254;0.476056;3.44279;203.517;1.66931;352.713;1.01032;120.346;0.571864;1423.53;1008.66;0.126102;0.108711;0.107535;13.2632;155.746;0.0841813;0.466285;10.7948;717.984;0.154498;0.111472;0.104557;11.4665;1694.38;0.266505;22.5399;1130.49;0.178867;18.6739;0.182958;0.0959885;0.397101;20.067;0.819278;0.0949361;860.689;0.0924687;20.8557;0.124802;0.0851089;0.311205;14.4392;3752.37;1216.18;13.2181;7.86815;0.412372;0.064338;1.02431;0.0321084;1497.35;0.171863;0.143669;0.15381;231.405;0.448614;0.13807;0.118954;0.386376;2008.92;1392.59;3405.66;0.00480534;1.84895;0.0412208;0.328333;3216.88;1533.92;18076.1;0.351191;0.0461909;34.2955;0.0561645;22838.1;0.0399834;0.0477934;6.05214;0.0620874;5.95512;3.82174;1.35501;74.1829;6.41997;4.50077;1.34292;74.1829;12604.7;0.680542;0.472002;0.154356;15.0258;0.355743;37.1363;1599.58;2.54299;2.09252;218.726;0.0111826;0.246462;0.250856;0.508822;0.423887;19.9173;2176.1;0.0443792;1.26889;0.25207;1304.6;5839.76;362.215;0.0185728;0.000761836;0.0070646;0.00340755;268.755;40.2198;0.00325696;0.00114947;0.00062784;0.0316969;12.3929;34.6783;0.0036571;0.00101068;0.000531859;0.0317973;12.3929;2.30733
0.465218;0.211431;5.69244;0.25287;132.769;695.805;1495.65;0.482242;0.162525;4.25293;0.753953;30.6952;2.66831;5.53313;0.0753253;1.52719;3.39555;0.669266;0.0941004;0.0139521;0.00846708;0.0597283;621.394;49.837;4.01939;0.0510228;0.29642;632.515;4.48973;68.334;0.821528;382255;319238;16126.1;0.101576;1.48989;0.299238;0.0105653;473.759;4.03516;0.0371435;0.0583662;0.00952937;0.000101297;9.86842;7.6121;0.0406656;0.0585659;0.00913425;9.68E-05;9.86842;5.88219;5.47402;0.0755939;0.0899882;0.177108;0.371221;0.0187417;3.34818;1260.26;431.981;3.53351;0.000853089;0.562576;0.351762;0.430911;3.1792;217.211;1.70637;368.545;1.22441;122.189;0.834309;256604;841.077;0.127134;0.0966065;0.108324;13.1753;166.782;0.0818072;0.307843;12.1904;890.714;0.138753;0.111236;0.1056;13.9705;1871.93;0.539181;16.4774;316.761;0.0980845;12.0057;0.1559;0.107118;0.149261;18.3266;0.955038;0.0948522;395.454;0.090093;9.83226;0.17702;0.306875;0.212503;6.4712;1385.53;1198.96;12.1429;9.83757;0.174504;0.0646597;0.921592;0.0401349;1739.89;0.170339;0.164192;0.15238;224.858;0.380367;0.174132;0.119676;0.465724;2352.43;1605.31;3293.17;0.00406644;1.69971;0.106843;0.309772;2681.63;1149.17;24612.9;0.106369;0.0440193;24.8641;0.0525264;17243.8;0.0281056;0.0446678;4.38778;0.0531969;4.99291;3.06672;1.68517;78.5222;4.24925;3.85459;1.42469;78.5222;9393.83;0.669504;0.384563;0.114474;14.8352;0.384309;46.383;933.377;2.45589;1.7546;222.586;0.00990946;0.259567;0.22943;0.490147;0.39162;17.4838;1951.86;0.0409904;1.09968;0.272076;937.263;5657.19;570.271;0.0113414;0.000772433;0.00657714;0.000926663;219.45;49.1511;0.00330867;0.000996319;0.000719249;0.0288452;12.3294;43.8289;0.0037656;0.000964121;0.000701822;0.0355786;12.3294;2.84121
0.46173;0.431239;0.905868;0.484927;356.428;183.234;396.842;0.487979;2.21409;1.97058;0.724085;220.862;15.5922;31.9525;0.0607184;2.1064;3.27421;0.932101;0.0802753;0.0144353;0.00829955;0.0874675;405.571;89.3802;3.038;0.0522809;0.176499;600.558;3.32036;69.4515;0.880944;345260;169955;15240;0.119882;1.55657;0.292507;0.00871585;478.511;9.25077;0.0327778;0.0580818;0.00907497;9.24E-05;9.46758;5.51457;0.0366903;0.0569917;0.00922764;9.73E-05;9.46758;40.384;8.22475;0.0518635;0.0945577;0.131329;0.39157;0.0184038;2.83696;686.514;452.466;38.4974;0.000868707;0.565914;0.273195;0.395236;3.90741;170.391;1.73395;359.027;1.09622;118.253;0.783721;1746.19;643.352;0.127312;0.122547;0.0977246;10.4948;72.8536;0.0379849;0.245174;11.3079;835.138;0.148957;0.142006;0.0971204;12.6942;1845.11;0.369221;6.91237;646.38;0.184968;8.6037;0.0728246;0.145548;0.277517;16.1445;0.546488;0.0995094;691.197;0.146303;25.8881;0.126383;0.149915;0.270656;21.0886;3477.77;978.98;13.3453;10.6819;0.691122;0.0739713;0.909334;0.0526259;1906.42;0.161738;0.173303;0.146658;301.124;0.496882;0.12963;0.11317;0.497641;2847.19;1316.26;3455.18;0.00140032;1.49017;0.480069;0.208096;3602.05;1623.16;22583;0.0374234;0.0455052;19.1816;0.0509414;20109.5;0.0089266;0.0506295;3.38499;0.0536667;5.90014;4.58767;1.51705;89.529;4.2599;5.37467;1.23443;89.529;9773.52;0.574927;0.603653;0.124004;14.2888;0.34312;23.2471;1036.64;2.39784;1.93322;213.382;0.0126804;0.246362;0.198917;0.470906;0.351158;2.55786;218.411;0.0435281;1.18415;0.242253;1127.38;5298.58;359.801;0.299431;0.000764445;0.00594981;0.00457233;286.471;51.3248;0.00439845;0.000930924;0.000548876;0.0319544;13.4821;38.5424;0.00373833;0.00104852;0.000722179;0.0316473;13.4821;2.92286
0.48286;0.16475;10.128;0.831812;119.096;6604.39;13677.6;0.469288;0.41094;6.05856;0.650019;13.3735;6.17284;13.1536;0.0624676;1.71148;3.38896;0.897165;0.104303;0.013686;0.00910333;0.0546056;554.311;53.916;3.46571;0.0605869;0.257765;590.226;3.14775;59.0033;0.943483;257004;352253;17945.3;0.0990289;1.94177;0.477056;0.00829958;464.863;15.8621;0.0334998;0.0569417;0.00935514;0.000113522;8.27522;3.2891;0.0347462;0.0586006;0.00913547;0.000110796;8.27522;19.0102;3.78954;0.098684;0.140175;0.137744;0.476765;0.0159606;1.82871;1147.4;400.108;779.367;0.000832434;0.564186;0.299929;0.475641;3.44037;211.142;1.73775;364.255;1.12779;106.884;0.716235;613712;771.48;0.129983;0.0930169;0.136367;11.282;130.639;0.0715352;0.0902253;15.5168;687.791;0.116141;0.119452;0.131104;13.8062;1695.58;0.233686;10.6018;405.386;0.0749248;6.2657;0.196961;0.114302;0.266227;10.7575;0.710304;0.0668309;944.134;0.0469612;18.584;0.139328;0.112532;0.145807;8.71175;683.78;938.275;12.7306;8.55585;1.92393;0.0575686;0.993414;0.0463237;2045.89;0.171897;0.1652;0.152054;230.625;0.434782;0.176535;0.132037;0.415441;1884.67;1391.61;3506.6;0.00736101;2.17155;0.0335355;0.26103;3268.9;1347.96;23935.2;0.0942428;0.0512472;24.2009;0.0558641;19458.9;0.164645;0.0490156;4.27075;0.0572099;5.91153;4.03548;1.37614;84.507;5.81706;3.88841;1.43863;84.507;8839.59;0.495016;0.424934;0.107922;16.3275;0.328081;100.567;812.369;2.48439;1.70543;201.898;0.0146584;0.228069;0.228063;0.532433;0.367302;7.40846;732.612;0.0477522;1.31464;0.226885;1532.52;5538.74;396.041;0.14787;0.00075734;0.00727281;0.000191187;210.676;54.7918;0.00313003;0.000800512;0.00061811;0.0238992;13.4824;37.8211;0.00313766;0.00107022;0.000641132;0.0324729;13.4824;2.6492
0.46412;0.0779322;4.81141;0.188254;51.3998;51.9839;112.005;0.509483;0.183662;2.39829;0.113923;557.125;1273.49;2499.58;0.108272;1.61375;3.38659;0.782949;0.152329;0.0146377;0.00897152;0.0648274;410.868;39.2524;5.89246;0.0710493;0.234758;589.925;4.61097;66.4795;0.508857;343906;180742;16528.4;0.11109;2.27226;0.446117;0.00933203;461.817;10.2538;0.0430195;0.0598475;0.00908586;7.97E-05;7.00516;1.5491;0.0420766;0.0577378;0.00941534;8.23E-05;7.00516;30.6838;8.81137;0.0604958;0.0793121;0.205874;0.43035;0.0241811;1.33974;1561.31;564.312;3246.97;0.000865126;0.568085;0.205;0.473503;4.94512;165.987;1.67367;366.298;1.05482;82.544;0.899555;1.08E+07;832.636;0.108936;0.148614;0.0928207;11.5482;55.9131;0.0290083;0.349793;15.2485;655.607;0.127496;0.123048;0.106644;9.99033;1871.58;0.23539;20.6428;770.271;0.125488;16.4532;0.1439;0.234863;0.3358;14.9764;1.27259;0.0620463;1395.66;0.0632204;11.5846;0.0662631;0.23107;0.278684;19.2716;1533.28;1142.3;14.6294;11.367;1.49922;0.0622178;0.898858;0.0357881;2122.74;0.16523;0.170348;0.163791;272.184;0.456375;0.128247;0.135331;0.398763;1819.81;1366.94;3356.31;0.00738766;0.897143;0.240889;0.311237;4156.39;1472.81;18872.9;0.151742;0.0491631;26.9843;0.0563264;21472.9;0.0487597;0.0504214;4.76194;0.0558903;6.08227;3.85455;1.38541;58.3054;4.98839;4.43178;1.61946;58.3054;12742.3;0.834755;0.582489;0.112107;12.9566;0.307747;36.4119;1024.54;2.55867;1.83241;246.804;0.0093628;0.213549;0.197309;0.532366;0.41094;20.3805;2605.5;0.0457269;1.19147;0.253638;1200.56;5589.09;350.747;0.0177617;0.000781488;0.00625778;0.00228005;301.78;47.0929;0.00312892;0.00105735;0.000647454;0.0318535;10.9452;56.7664;0.00410465;0.000846522;0.000551106;0.0292109;10.9452;3.40415
